domain_id,scop_code,class,fold,superfamily,family,pdb_id,chain,residues,protein_name,organism
d1bmlc3,d.15.5.1,d,15,5,1,1bml,C,285-372,Streptokinase,Streptococcus equisimilis [TaxId: 119602]
d1v1oa2,d.15.6.1,d,15,6,1,1v1o,A,109-213,"Exotoxin 1 (SET1, Superantigen-like protein 7)",Staphylococcus aureus [TaxId: 1280]
d1esfa2,d.15.6.1,d,15,6,1,1esf,A,121-233,"Staphylococcal enterotoxin A, SEA",Staphylococcus aureus [TaxId: 1280]
d3seba2,d.15.6.1,d,15,6,1,3seb,A,122-238,"Staphylococcal enterotoxin B, SEB",Staphylococcus aureus [TaxId: 1280]
d1enfa2,d.15.6.1,d,15,6,1,1enf,A,102-213,"Staphylococcal enterotoxin H, SEH",Staphylococcus aureus [TaxId: 1280]
d1ty0a2,d.15.6.1,d,15,6,1,1ty0,A,104-211,Streptococcal pyrogenic exotoxin Spe-J,Streptococcus pyogenes [TaxId: 1314]
d1et9a2,d.15.6.1,d,15,6,1,1et9,A,96-204,Streptococcal superantigen Spe-H,Streptococcus pyogenes [TaxId: 1314]
d3ea6a2,d.15.6.1,d,15,6,1,3ea6,A,87-217,automated matches,Staphylococcus aureus [TaxId: 1280]
d4ohja2,d.15.6.1,d,15,6,1,4ohj,A,134-234,automated matches,Staphylococcus aureus [TaxId: 1280]
d2rdha2,d.15.6.0,d,15,6,0,2rdh,A,94-196,automated matches,Staphylococcus aureus [TaxId: 1280]
d4o1na2,d.15.6.0,d,15,6,0,4o1n,A,102-202,automated matches,Staphylococcus aureus [TaxId: 93061]
d1hz6a1,d.15.7.1,d,15,7,1,1hz6,A,1-64,Immunoglobulin light chain-binding domain of protein L,Peptostreptococcus magnus [TaxId: 1260]
d2igda_,d.15.7.1,d,15,7,1,2igd,A,,"Immunoglobulin-binding protein G, different constituent domains","Streptococcus sp., group G [TaxId: 1306]"
d1tifa_,d.15.8.1,d,15,8,1,1tif,A,,"Translation initiation factor IF3, N-terminal domain",Bacillus stearothermophilus [TaxId: 1422]
d4lnoa1,d.15.9.0,d,15,9,0,4lno,A,2-104,automated matches,Bacillus subtilis [TaxId: 1423]
d5zlia1,d.15.9.0,d,15,9,0,5zli,A,8-110,automated matches,Helicobacter pylori [TaxId: 85962]
d2bvca1,d.15.9.0,d,15,9,0,2bvc,A,4-104,automated matches,Mycobacterium tuberculosis [TaxId: 83332]
d1tkea1,d.15.10.1,d,15,10,1,1tke,A,1-62,"Threonyl-tRNA synthetase (ThrRS), N-terminal 'additional' domain",Escherichia coli [TaxId: 562]
d1nyra2,d.15.10.1,d,15,10,1,1nyr,A,4-62,"Threonyl-tRNA synthetase (ThrRS), N-terminal 'additional' domain",Staphylococcus aureus [TaxId: 1280]
d1wxqa2,d.15.10.2,d,15,10,2,1wxq,A,320-395,GTP-binding protein PH0525,Pyrococcus horikoshii [TaxId: 53953]
d1ni3a2,d.15.10.2,d,15,10,2,1ni3,A,307-388,"YchF GTP-binding protein, C-terminal domain",Fission yeast (Schizosaccharomyces pombe) [TaxId: 4896]
d2dbya2,d.15.10.0,d,15,10,0,2dby,A,284-366,automated matches,Thermus thermophilus HB8 [TaxId: 300852]
d1mg4a_,d.15.11.1,d,15,11,1,1mg4,A,,Doublecortin-like kinase Dclk,Human (Homo sapiens) [TaxId: 9606]
d3ge3c_,d.15.12.0,d,15,12,0,3ge3,C,,automated matches,Pseudomonas mendocina [TaxId: 300]
d6zk912,d.15.13.0,d,15,13,0,6zk9,1,254-339,automated matches,Sheep (Ovis aries) [TaxId: 9940]
d2gria1,d.15.14.1,d,15,14,1,2gri,A,1-112,Nsp3,SARS coronavirus [TaxId: 227859]
d2v1ya_,d.15.15.1,d,15,15,1,2v1y,A,,Phosphoinositide 3-kinase (PI3K) alpha,Cow (Bos taurus) [TaxId: 9913]
d1n4wa2,d.16.1.1,d,16,1,1,1n4w,A,319-450,Cholesterol oxidase,Streptomyces sp. [TaxId: 1931]
d1kdga2,d.16.1.1,d,16,1,1,1kdg,A,513-693,"Flavoprotein domain of flavocytochrome cellobiose dehydrogenase (CDH), substrate-binding domain",Basidomycetes fungus (Phanerochaete chrysosporium) [TaxId: 5306]
d3qvpa2,d.16.1.1,d,16,1,1,3qvp,A,325-520,Glucose oxidase,Aspergillus niger [TaxId: 5061]
d1ju2a2,d.16.1.1,d,16,1,1,1ju2,A,294-463,Hydroxynitrile lyase,Almond (Prunus dulcis) [TaxId: 3755]
d2f5va2,d.16.1.1,d,16,1,1,2f5v,A,355-552,Pyranose 2-oxidase,White-rot fungus (Peniophora sp. SG) [TaxId: 204723]
d2voua2,d.16.1.2,d,16,1,2,2vou,A,164-291,Dihydroxypyridine hydroxylase DhpH,Arthrobacter nicotinovorans [TaxId: 29320]
d3c96a2,d.16.1.2,d,16,1,2,3c96,A,183-293,Monooxygenase PhzS,Pseudomonas aeruginosa [TaxId: 287]
d1d7la2,d.16.1.2,d,16,1,2,1d7l,A,174-275,p-Hydroxybenzoate hydroxylase (PHBH),Pseudomonas aeruginosa [TaxId: 287]
d1pn0a3,d.16.1.2,d,16,1,2,1pn0,A,241-341,Phenol hydroxylase,Soil-living yeast (Trichosporon cutaneum) [TaxId: 5554]
d1an9a2,d.16.1.3,d,16,1,3,1an9,A,195-287,D-aminoacid oxidase,Pig (Sus scrofa) [TaxId: 9823]
d1c0pa2,d.16.1.3,d,16,1,3,1c0p,A,1194-1288,D-aminoacid oxidase,Rhodotorula gracilis [TaxId: 5286]
d1ryia2,d.16.1.3,d,16,1,3,1ryi,A,219-306,Glycine oxidase ThiO,Bacillus sp. [TaxId: 1409]
d2gf3a2,d.16.1.3,d,16,1,3,2gf3,A,218-321,Sarcosine oxidase,"Bacillus sp., strain b0618 [TaxId: 1409]"
d2iida2,d.16.1.5,d,16,1,5,2iid,A,320-432,L-aminoacid oxidase,Malayan pit viper (Calloselasma rhodostoma) [TaxId: 8717]
d2dw4a3,d.16.1.5,d,16,1,5,2dw4,A,655-763,"Lysine-specific histone demethylase 1, LSD1",Human (Homo sapiens) [TaxId: 9606]
d1s3ea2,d.16.1.5,d,16,1,5,1s3e,A,290-401,Monoamine oxidase B,Human (Homo sapiens) [TaxId: 9606]
d1pj5a3,d.16.1.5,d,16,1,5,1pj5,A,220-338,"N,N-dimethylglycine oxidase",Arthrobacter globiformis [TaxId: 1665]
d1b37a2,d.16.1.5,d,16,1,5,1b37,A,294-405,Polyamine oxidase,Maize (Zea mays) [TaxId: 4577]
d2ivda2,d.16.1.5,d,16,1,5,2ivd,A,307-414,Protoporphyrinogen oxidase,Myxococcus xanthus [TaxId: 34]
d1seza2,d.16.1.5,d,16,1,5,1sez,A,330-441,Protoporphyrinogen oxidase,Tobacco (Nicotiana tabacum) [TaxId: 4097]
d1d5ta2,d.16.1.6,d,16,1,6,1d5t,A,292-388,"Guanine nucleotide dissociation inhibitor, GDI",Cow (Bos taurus) [TaxId: 9913]
d1vg0a2,d.16.1.6,d,16,1,6,1vg0,A,445-557,Rab escort protein 1,Norway rat (Rattus norvegicus) [TaxId: 10116]
d2bi7a2,d.16.1.7,d,16,1,7,2bi7,A,248-316,UDP-galactopyranose mutase,Klebsiella pneumoniae [TaxId: 573]
d2gmha2,d.16.1.8,d,16,1,8,2gmh,A,237-335,"Electron transfer flavoprotein-ubiquinone oxidoreductase, EFT-QO",Pig (Sus scrofa) [TaxId: 9823]
d2o9ux_,d.17.1.1,d,17,1,1,2o9u,X,,automated matches,Serendipity berry (Dioscoreophyllum cumminsii) [TaxId: 3457]
d3nx0a_,d.17.1.2,d,17,1,2,3nx0,A,,Cystatin C,Human (Homo sapiens) [TaxId: 9606]
d2octa_,d.17.1.2,d,17,1,2,2oct,A,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d4eyca1,d.17.1.3,d,17,1,3,4eyc,A,31-130,automated matches,Human (Homo sapiens) [TaxId: 9606]
d1x9ya2,d.17.1.4,d,17,1,4,1x9y,A,41-211,"Staphopain B, prodomain",Staphylococcus aureus [TaxId: 1280]
d2bk7b1,d.17.1.5,d,17,1,5,2bk7,B,1-98,Latexin,Human (Homo sapiens) [TaxId: 9606]
d2bk7b2,d.17.1.5,d,17,1,5,2bk7,B,99-217,Latexin,Human (Homo sapiens) [TaxId: 9606]
d2gu3a1,d.17.1.6,d,17,1,6,2gu3,A,99-161,Uncharacterized protein YpmB,Bacillus subtilis [TaxId: 1423]
d2gu3a2,d.17.1.6,d,17,1,6,2gu3,A,34-98,Uncharacterized protein YpmB,Bacillus subtilis [TaxId: 1423]
d4it7a_,d.17.1.0,d,17,1,0,4it7,A,,automated matches,Ascaris lumbricoides [TaxId: 6252]
d5zc1a_,d.17.1.0,d,17,1,0,5zc1,A,,automated matches,Clonorchis sinensis [TaxId: 79923]
d4n6ob1,d.17.1.0,d,17,1,0,4n6o,B,11-124,automated matches,Human (Homo sapiens) [TaxId: 9606]
d2ch9a1,d.17.1.0,d,17,1,0,2ch9,A,25-145,automated matches,Human (Homo sapiens) [TaxId: 9606]
d6vlpa_,d.17.1.0,d,17,1,0,6vlp,A,,automated matches,Humulus lupulus [TaxId: 3486]
d6ztka_,d.17.1.0,d,17,1,0,6ztk,A,,automated matches,Ixodes ricinus [TaxId: 34613]
d5o46a_,d.17.1.0,d,17,1,0,5o46,A,,automated matches,Ixodes ricinus [TaxId: 34613]
d3mwza1,d.17.1.0,d,17,1,0,3mwz,A,2-115,automated matches,Ixodes scapularis [TaxId: 6945]
d6uioa_,d.17.1.0,d,17,1,0,6uio,A,,automated matches,Mouse (Mus musculus) [TaxId: 10090]
d1rjoa2,d.17.2.1,d,17,2,1,1rjo,A,9-96,"Copper amine oxidase, domains 1 and 2",Arthrobacter globiformis [TaxId: 1665]
d1rjoa3,d.17.2.1,d,17,2,1,1rjo,A,97-211,"Copper amine oxidase, domains 1 and 2",Arthrobacter globiformis [TaxId: 1665]
d1oaca2,d.17.2.1,d,17,2,1,1oac,A,91-185,"Copper amine oxidase, domains 1 and 2",Escherichia coli [TaxId: 562]
d1oaca3,d.17.2.1,d,17,2,1,1oac,A,186-300,"Copper amine oxidase, domains 1 and 2",Escherichia coli [TaxId: 562]
d1w2za2,d.17.2.1,d,17,2,1,1w2z,A,6-98,"Copper amine oxidase, domains 1 and 2",Pea (Pisum sativum) [TaxId: 3888]
d1w2za3,d.17.2.1,d,17,2,1,1w2z,A,99-206,"Copper amine oxidase, domains 1 and 2",Pea (Pisum sativum) [TaxId: 3888]
d2oqea2,d.17.2.1,d,17,2,1,2oqe,A,18-115,"Copper amine oxidase, domains 1 and 2",Yeast (Hansenula polymorpha) [TaxId: 4905]
d2oqea3,d.17.2.1,d,17,2,1,2oqe,A,116-236,"Copper amine oxidase, domains 1 and 2",Yeast (Hansenula polymorpha) [TaxId: 4905]
d1w7ca2,d.17.2.1,d,17,2,1,1w7c,A,43-169,"Lysyl oxidase PplO, domains 1 and 2",Yeast (Pichia pastoris) [TaxId: 4922]
d1w7ca3,d.17.2.1,d,17,2,1,1w7c,A,170-315,"Lysyl oxidase PplO, domains 1 and 2",Yeast (Pichia pastoris) [TaxId: 4922]
d1eeja2,d.17.3.1,d,17,3,1,1eej,A,1-60,"Disulfide bond isomerase, DsbC, N-terminal domain",Escherichia coli [TaxId: 562]
d1t3ba2,d.17.3.1,d,17,3,1,1t3b,A,2-60,"Disulfide bond isomerase, DsbC, N-terminal domain",Haemophilus influenzae [TaxId: 727]
d1v58a2,d.17.3.1,d,17,3,1,1v58,A,2-61,"Thiol:disulfide interchange protein DsbG, N-terminal domain",Escherichia coli [TaxId: 562]
d1idpa_,d.17.4.1,d,17,4,1,1idp,A,,Scytalone dehydratase,Fungus (Magnaporthe grisea) [TaxId: 148305]
d1of5b_,d.17.4.2,d,17,4,2,1of5,B,,mRNA transport regulator MTR2,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d1q40a_,d.17.4.2,d,17,4,2,1q40,A,,mRNA transport regulator MTR2,Yeast (Candida albicans) [TaxId: 5476]
d1q40b_,d.17.4.2,d,17,4,2,1q40,B,,NTF2-like domain of mRNA export factor MEX67,Yeast (Candida albicans) [TaxId: 5476]
d1jkgb1,d.17.4.2,d,17,4,2,1jkg,B,371-555,"NTF2-like domain of Tip associating protein, TAP",Human (Homo sapiens) [TaxId: 9606]
d1jkga_,d.17.4.2,d,17,4,2,1jkg,A,,NTF2-related export protein 1 (p15),Human (Homo sapiens) [TaxId: 9606]
d1gy7a_,d.17.4.2,d,17,4,2,1gy7,A,,Nuclear transport factor-2 (NTF2),Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d2qiya_,d.17.4.2,d,17,4,2,2qiy,A,,UBP3-associated protein BRE5,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d1ohpa_,d.17.4.3,d,17,4,3,1ohp,A,,"Delta-5-3-ketosteroid isomerase, steroid delta-isomerase, KSI","Comamonas testosteroni, also known as Pseudomonas testosteroni [TaxId: 285]"
d1oh0a_,d.17.4.3,d,17,4,3,1oh0,A,,"Delta-5-3-ketosteroid isomerase, steroid delta-isomerase, KSI",Pseudomonas putida [TaxId: 303]
d2z76a_,d.17.4.3,d,17,4,3,2z76,A,,Hypothetical protein Rv0760c,Mycobacterium tuberculosis H37Rv [TaxId: 83332]
d3e99a1,d.17.4.4,d,17,4,4,3e99,A,1-163,"Benzoate 1,2-dioxygenase beta subunit BenB",Burkholderia mallei [TaxId: 13373]
d4hjlb_,d.17.4.4,d,17,4,4,4hjl,B,,"Naphthalene 1,2-dioxygenase beta subunit",Pseudomonas sp. [TaxId: 306]
d2b1xb1,d.17.4.4,d,17,4,4,2b1x,B,513-679,"Naphthalene 1,2-dioxygenase beta subunit",Rhodococcus sp. ncimb12038 [TaxId: 92694]
d3ebya1,d.17.4.4,d,17,4,4,3eby,A,6-162,Putative hydroxylase subunit Saro3860,Novosphingobium aromaticivorans [TaxId: 48935]
d3gzyb_,d.17.4.4,d,17,4,4,3gzy,B,,automated matches,Comamonas testosteroni [TaxId: 285]
d1vqqa1,d.17.4.5,d,17,4,5,1vqq,A,27-138,"Penicillin binding protein 2a (PBP2A), N-terminal domain",Staphylococcus aureus [TaxId: 1280]
d7reca1,d.17.4.7,d,17,4,7,7rec,A,345-474,automated matches,Human (Homo sapiens) [TaxId: 9606]
d1nwwa_,d.17.4.8,d,17,4,8,1nww,A,,"Limonene-1,2-epoxide hydrolase",Rhodococcus erythropolis [TaxId: 1833]
d2bnga1,d.17.4.8,d,17,4,8,2bng,A,13-144,Uncharacterized protein Mb2760,Mycobacterium tuberculosis [TaxId: 1773]
d1sjwa_,d.17.4.9,d,17,4,9,1sjw,A,,Nogalonic acid methyl ester cyclase SnoaL,Streptomyces nogalater [TaxId: 38314]
d2geya1,d.17.4.9,d,17,4,9,2gey,A,2-145,Putative hydroxylase AclR,Streptomyces galilaeus [TaxId: 33899]
d3ebta1,d.17.4.9,d,17,4,9,3ebt,A,1-131,Uncharacterized protein BPSS0132,Burkholderia pseudomallei [TaxId: 28450]
d1s5ac1,d.17.4.10,d,17,4,10,1s5a,C,1-142,Hypothetical protein YesE,Bacillus subtilis [TaxId: 1423]
d3dmca1,d.17.4.10,d,17,4,10,3dmc,A,1-133,Uncharacterized protein Ava2261,Anabaena variabilis [TaxId: 1172]
d3ec9a1,d.17.4.10,d,17,4,10,3ec9,A,10-139,Uncharacterized protein BTHI0051,Burkholderia thailandensis [TaxId: 57975]
d1z1sa1,d.17.4.10,d,17,4,10,1z1s,A,1-129,Uncharacterized protein PA3332,Pseudomonas aeruginosa [TaxId: 287]
d1tuha_,d.17.4.11,d,17,4,11,1tuh,A,,Hypothetical protein egc068 from a soil-derived mobile gene cassette,uncultured organism [TaxId: 155900]
d1tp6a_,d.17.4.12,d,17,4,12,1tp6,A,,Hypothetical protein PA1314,Pseudomonas aeruginosa [TaxId: 287]
d2cw9a1,d.17.4.13,d,17,4,13,2cw9,A,270-451,"Translocase of inner mitochondrial membrane TIMM44 (TIM44), C-terminal domain",Human (Homo sapiens) [TaxId: 9606]
d3qk9a_,d.17.4.13,d,17,4,13,3qk9,A,,automated matches,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d3blza1,d.17.4.14,d,17,4,14,3blz,A,3-126,Uncharacterized protein Sbal0622,Shewanella baltica [TaxId: 62322]
d2r4ia1,d.17.4.15,d,17,4,15,2r4i,A,1-122,Uncharacterized protein CHU142,Cytophaga hutchinsonii [TaxId: 985]
d3bb9a1,d.17.4.16,d,17,4,16,3bb9,A,27-147,Uncharacterized protein Sfri1973,Shewanella frigidimarina [TaxId: 56812]
d3b7ca1,d.17.4.16,d,17,4,16,3b7c,A,1-121,Uncharacterized protein SO0125,Shewanella oneidensis [TaxId: 70863]
d3cnxa1,d.17.4.17,d,17,4,17,3cnx,A,5-157,Uncharacterized protein SAV4671,Streptomyces avermitilis [TaxId: 33903]
d2owpa1,d.17.4.18,d,17,4,18,2owp,A,1-128,Hypothetical protein BxeB1374,Burkholderia xenovorans [TaxId: 36873]
d3dxoa1,d.17.4.19,d,17,4,19,3dxo,A,1-117,Uncharacterized protein Atu0744,Agrobacterium tumefaciens [TaxId: 358]
d3en8a1,d.17.4.20,d,17,4,20,3en8,A,1-127,Uncharacterized protein BxeB2092,Burkholderia xenovorans [TaxId: 36873]
d3dm8a1,d.17.4.20,d,17,4,20,3dm8,A,1-135,Uncharacterized protein Rpa4348,Rhodopseudomonas palustris [TaxId: 1076]
d3ecfa1,d.17.4.21,d,17,4,21,3ecf,A,2-129,Uncharacterized protein Ava4193,Anabaena variabilis [TaxId: 1172]
d2gxfa1,d.17.4.22,d,17,4,22,2gxf,A,1-128,Hypothetical protein YybH,Bacillus subtilis [TaxId: 1423]
d2imja1,d.17.4.23,d,17,4,23,2imj,A,5-159,Hypothetical protein PFL3262,Pseudomonas fluorescens [TaxId: 294]
d3er7a1,d.17.4.24,d,17,4,24,3er7,A,5-122,Uncharacterized protein Exig0174,Exiguobacterium sibiricum 255-15 [TaxId: 262543]
d2rgqa1,d.17.4.25,d,17,4,25,2rgq,A,1-133,Uncharacterized protein NpunR3134,Nostoc punctiforme [TaxId: 272131]
d2chca1,d.17.4.25,d,17,4,25,2chc,A,1-167,Uncharacterized protein Rv3472,Mycobacterium tuberculosis [TaxId: 1773]
d2cc3a1,d.17.4.26,d,17,4,26,2cc3,A,92-231,Type IV secretion system protein VirB8,Agrobacterium tumefaciens [TaxId: 358]
d3d9ra1,d.17.4.27,d,17,4,27,3d9r,A,3-134,Uncharacterized protein ECA1476,Pectobacterium atrosepticum [TaxId: 29471]
d3cu3a1,d.17.4.28,d,17,4,28,3cu3,A,9-170,Uncharacterized protein NpunR1993,Nostoc punctiforme [TaxId: 272131]
d3ef8a1,d.17.4.28,d,17,4,28,3ef8,A,1-149,Uncharacterized protein Saro1465,Novosphingobium aromaticivorans [TaxId: 48935]
d3ejva1,d.17.4.28,d,17,4,28,3ejv,A,2-160,Uncharacterized protein Saro2766,Novosphingobium aromaticivorans [TaxId: 48935]
d3b8la1,d.17.4.28,d,17,4,28,3b8l,A,1-144,Uncharacterized protein Saro3538,Novosphingobium aromaticivorans [TaxId: 48935]
d2rfra1,d.17.4.28,d,17,4,28,2rfr,A,1-153,Uncharacterized protein Saro3722,Novosphingobium aromaticivorans [TaxId: 48935]
d2k54a1,d.17.4.29,d,17,4,29,2k54,A,1-123,Uncharacterized protein Atu0742,Agrobacterium tumefaciens [TaxId: 358]
d2i9wa1,d.17.4.30,d,17,4,30,2i9w,A,46-158,Hypothetical protein Psyc2064,Psychrobacter arcticus [TaxId: 334543]
d3grda_,d.17.4.0,d,17,4,0,3grd,A,,automated matches,Bacillus cereus [TaxId: 222523]
d4jf8a_,d.17.4.0,d,17,4,0,4jf8,A,,automated matches,Bartonella birtlesii [TaxId: 111504]
d4lsoa_,d.17.4.0,d,17,4,0,4lso,A,,automated matches,Bartonella quintana [TaxId: 1134506]
d3fgya1,d.17.4.0,d,17,4,0,3fgy,A,1-128,automated matches,Burkholderia xenovorans [TaxId: 266265]
d4lgqa_,d.17.4.0,d,17,4,0,4lgq,A,,automated matches,Chromobacterium violaceum [TaxId: 243365]
d5i97a_,d.17.4.0,d,17,4,0,5i97,A,,automated matches,Escherichia coli [TaxId: 562]
d3q90a_,d.17.4.0,d,17,4,0,3q90,A,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d3duka1,d.17.4.0,d,17,4,0,3duk,A,1-124,automated matches,Methylobacillus flagellatus [TaxId: 265072]
d6p44a_,d.17.4.0,d,17,4,0,6p44,A,,automated matches,Mycobacterium hassiacum [TaxId: 1122247]
d3nv0b_,d.17.4.0,d,17,4,0,3nv0,B,,automated matches,Nematode (Caenorhabditis elegans) [TaxId: 6239]
d3fsda_,d.17.4.0,d,17,4,0,3fsd,A,,automated matches,Rhodospirillum rubrum [TaxId: 269796]
d5ig0a_,d.17.4.0,d,17,4,0,5ig0,A,,automated matches,Salpingoeca rosetta [TaxId: 946362]
d2ckfb_,d.17.4.0,d,17,4,0,2ckf,B,,automated matches,Sphingomonas sp. [TaxId: 279135]
d5cxoa1,d.17.4.0,d,17,4,0,5cxo,A,1-128,automated matches,Streptomyces albus [TaxId: 1888]
d6hnma_,d.17.4.0,d,17,4,0,6hnm,A,,automated matches,Streptomyces antibioticus [TaxId: 1890]
d3rgaa1,d.17.4.0,d,17,4,0,3rga,A,1-133,automated matches,Streptomyces lasaliensis [TaxId: 324833]
d3rgaa2,d.17.4.0,d,17,4,0,3rga,A,134-280,automated matches,Streptomyces lasaliensis [TaxId: 324833]
d5x7la1,d.17.4.0,d,17,4,0,5x7l,A,2-133,automated matches,Streptomyces laurentii [TaxId: 39478]
d6iska_,d.17.4.0,d,17,4,0,6isk,A,,automated matches,Streptomyces xiamenensis [TaxId: 1093097]
d6t6ka2,d.17.4.0,d,17,4,0,6t6k,A,174-313,automated matches,Synechocystis sp. [TaxId: 1111708]
d3g8za_,d.17.4.0,d,17,4,0,3g8z,A,,automated matches,Xanthomonas campestris [TaxId: 340]
d1ugia_,d.17.5.1,d,17,5,1,1ugi,A,,Uracil-DNA glycosylase inhibitor protein,Bacteriophage pbs2 [TaxId: 10684]
d1iq8a4,d.17.6.1,d,17,6,1,1iq8,A,361-505,"Archaeosine tRNA-guanine transglycosylase, C2 domain",Pyrococcus horikoshii [TaxId: 53953]
d1q7ha2,d.17.6.2,d,17,6,2,1q7h,A,3-68,"Hypothetical protein Ta1423, N-terminal domain",Thermoplasma acidophilum [TaxId: 2303]
d1sqwa2,d.17.6.3,d,17,6,3,1sqw,A,1-94,"Nip7p homolog, N-terminal domain",Human (Homo sapiens) [TaxId: 9606]
d2cx1a2,d.17.6.4,d,17,6,4,2cx1,A,1-90,"Hypothetical protein APE0525, N-terminal domain",Aeropyrum pernix [TaxId: 56636]
d2q07a3,d.17.6.5,d,17,6,5,2q07,A,394-459,Uncharacterized protein AF0587,Archaeoglobus fulgidus [TaxId: 2234]
d1nnva_,d.17.7.1,d,17,7,1,1nnv,A,,Hypothetical protein HI1450,Haemophilus influenzae [TaxId: 727]
d1pcfa1,d.18.1.1,d,18,1,1,1pcf,A,63-127,Transcriptional coactivator PC4 C-terminal domain,Human (Homo sapiens) [TaxId: 9606]
d2it9a1,d.18.1.3,d,18,1,3,2it9,A,1-122,Hypothetical protein PMN2A_0962,Prochlorococcus marinus [TaxId: 1219]
d2nvna1,d.18.1.3,d,18,1,3,2nvn,A,1-121,Hypothetical protein syc2379_c,Synechococcus elongatus PCC 7942 [TaxId: 1140]
d2giab1,d.18.1.4,d,18,1,4,2gia,B,28-173,GBP21,Trypanosome (Trypanosoma brucei) [TaxId: 5691]
d2giaa1,d.18.1.4,d,18,1,4,2gia,A,56-221,Guide RNA binding protein gBP25,Trypanosome (Trypanosoma brucei) [TaxId: 5691]
d4agha_,d.18.1.0,d,18,1,0,4agh,A,,automated matches,Magnaporthe oryzae [TaxId: 318829]
d3r9za_,d.18.1.0,d,18,1,0,3r9z,A,,automated matches,Potato (Solanum tuberosum) [TaxId: 4113]
d5wl1a1,d.19.1.1,d,19,1,1,5wl1,A,4-183,"CD1, alpha-1 and alpha-2 domains","Human (Homo sapiens), CD1b [TaxId: 9606]"
d1k5na2,d.19.1.1,d,19,1,1,1k5n,A,1-181,"Class I MHC, alpha-1 and alpha-2 domains","Human (Homo sapiens), HLA-B27 [TaxId: 9606]"
d1kcgc_,d.19.1.1,d,19,1,1,1kcg,C,,Class I MHC-related molecule Ulbp3,Human (Homo sapiens) [TaxId: 9606]
d1uvqb2,d.19.1.1,d,19,1,1,1uvq,B,3-94,"Class II MHC beta chain, N-terminal domain","Human (Homo sapiens), HLA-DQ6 [TaxId: 9606]"
d1lqva_,d.19.1.1,d,19,1,1,1lqv,A,,Endothelial protein C receptor,Human (Homo sapiens) [TaxId: 9606]
d1a6za2,d.19.1.1,d,19,1,1,1a6z,A,4-181,"Hemochromatosis protein Hfe, alpha-1 and alpha-2 domains",Human (Homo sapiens) [TaxId: 9606]
d1u58a2,d.19.1.1,d,19,1,1,1u58,A,8-144,"Immunomodulatory protein m144, alpha-1 and alpha-2 domains",Murine cytomegalovirus [TaxId: 10366]
d4pp8c_,d.19.1.1,d,19,1,1,4pp8,C,,NK cell ligand RAE-1 beta,Mouse (Mus musculus) [TaxId: 10090]
d1t7va2,d.19.1.1,d,19,1,1,1t7v,A,5-183,"Zinc-alpha-2-glycoprotein, ZAG",Human (Homo sapiens) [TaxId: 9606]
d2bc4a1,d.19.1.1,d,19,1,1,2bc4,A,13-96,automated matches,Human (Homo sapiens) [TaxId: 9606]
d2bc4b1,d.19.1.1,d,19,1,1,2bc4,B,3-93,automated matches,Human (Homo sapiens) [TaxId: 9606]
d3dbxa1,d.19.1.0,d,19,1,0,3dbx,A,7-187,automated matches,Chicken (Gallus gallus) [TaxId: 9031]
d3jvga1,d.19.1.0,d,19,1,0,3jvg,A,6-180,automated matches,Chicken (Gallus gallus) [TaxId: 9031]
d4p5ma1,d.19.1.0,d,19,1,0,4p5m,A,1-83,automated matches,Human (Homo sapiens) [TaxId: 9606]
d2wy3a_,d.19.1.0,d,19,1,0,2wy3,A,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d6c99a1,d.19.1.0,d,19,1,0,6c99,A,4-176,automated matches,Human (Homo sapiens) [TaxId: 9606]
d3g08a1,d.19.1.0,d,19,1,0,3g08,A,7-185,automated matches,Mouse (Mus musculus) [TaxId: 10090]
d6a97a1,d.19.1.0,d,19,1,0,6a97,A,6-180,automated matches,Mouse (Mus musculus) [TaxId: 10090]
d1jatb_,d.20.1.1,d,20,1,1,1jat,B,,"Ubiquitin conjugating enzyme, UBC","Baker's yeast (Saccharomyces cerevisiae), mms2 [TaxId: 4932]"
d1z2ua1,d.20.1.1,d,20,1,1,1z2u,A,1-147,"Ubiquitin conjugating enzyme, UBC","Caenorhabditis elegans, E2 2 [TaxId: 6239]"
d2f4wa1,d.20.1.1,d,20,1,1,2f4w,A,12-168,"Ubiquitin conjugating enzyme, UBC","Human (Homo sapiens), E2 J2 [TaxId: 9606]"
d1wzva1,d.20.1.1,d,20,1,1,1wzv,A,5-151,"Ubiquitin conjugating enzyme, UBC","Human (Homo sapiens), E2 L6 [TaxId: 9606]"
d1y8xa1,d.20.1.1,d,20,1,1,1y8x,A,27-183,"Ubiquitin conjugating enzyme, UBC","Human (Homo sapiens), E2 M [TaxId: 9606]"
d1yrva1,d.20.1.1,d,20,1,1,1yrv,A,1-148,"Ubiquitin conjugating enzyme, UBC","Human (Homo sapiens), E2 U [TaxId: 9606]"
